SPEC,STRAT,YEAR,INT,sampleID,right.total.length.mm,left.total.length.mm
1285,422,12506.889,12750,L-1285,4.1707,3.439
1286,472.7,10889.363,11000,L-1286,1.612,1.6523
1287,721.1,3217.854,3250,L-1287,2.7805,3.3658
1288,421.9,12510.128,12750,NA,NA,NA
1289,420.8,12545.749,12750,NA,NA,NA
1290,421.3,12529.557,12750,L-1290,3.439,2.561
1291,500.1,10029.597,10250,NA,NA,NA
1292,474,10847.266,11000,NA,NA,NA
1293,473.2,10873.172,11000,NA,NA,NA
1294.1,504.5,9887.113,10000,NA,NA,NA
1294.2,504.5,9887.113,10000,NA,NA,NA
1294.3,504.5,9887.113,10000,NA,NA,NA
1295,471.2,10937.938,11000,NA,NA,NA
1296,472.8,10886.125,11000,NA,NA,NA
1297,423.3,12464.792,12500,NA,NA,NA
1298,421,12539.272,12750,L-1298,2.9268,3.0731
1299,422,12506.889,12750,NA,NA,NA
1300,422.3,12497.175,12500,NA,NA,NA
1301,423.1,12471.268,12500,L-1301,2.6341,2.7805
1302,421.5,12523.081,12750,NA,NA,NA
1303,422,12506.889,12750,L-1303,2.6195,2.5389
1304,506.5,9971.308,10000,NA,NA,NA
1305,472.6,10892.602,11000,NA,NA,NA
1306,474.1,10844.027,11000,NA,NA,NA
1307,422.3,12497.175,12500,L-1307,2.9268,3.2927
1308,472.5,10895.84,11000,NA,NA,NA
1309,424.1,12438.885,12500,NA,NA,NA
1310,472.7,10889.363,11000,NA,NA,NA
1311,423.8,12448.6,12500,NA,NA,NA
1312,503,9935.687,10000,NA,NA,NA
1313,504.5,9887.113,10000,NA,NA,NA
1314,473.1,10876.41,11000,NA,NA,NA
1315,473.5,10863.457,11000,NA,NA,NA
1316,423.8,12448.6,12500,L-1316,1.8135,1.9344
1317,503.3,9925.972,10000,NA,NA,NA
1318,422.7,12484.221,12500,L-1318,2.2971,2.2568
1319,421.9,12510.128,12750,L-1319,1.7732,1.8941
1320,504,9903.304,10000,NA,NA,NA
1321,605,6898.171,7000,NA,NA,NA
1322,504,9903.304,10000,L-1322,16.368,15.1404
1323,604.1,6907.886,7000,NA,NA,NA
1324,423.5,12458.315,12500,L-1324,2.821,2.9822
1325,605.7,6875.503,7000,NA,NA,NA
1326,422.1,12503.651,12750,L-1326,2.2683,2.4146
1327,422,12506.889,12750,NA,NA,NA
1328,423.2,12468.03,12500,NA,NA,NA
1329,606,6865.788,7000,NA,NA,NA
1330,501.4,9987.5,10000,NA,NA,NA
1331,500.8,10006.929,10250,NA,NA,NA
1332,605.3,6888.456,7000,NA,NA,NA
1333.1,425.2,12403.264,12500,NA,NA,NA
1333.2,425.2,12403.264,12500,L-1333B,12.1396,10.912
1334,425.1,12406.502,12500,NA,NA,NA
1335,425.1,12406.502,12500,NA,NA,NA
1336,504.8,9877.398,10000,NA,NA,NA
1337,595.6,7183.14,7250,NA,NA,NA
1338,425.5,12393.549,12500,L-1338,1.8941,2.418
1339,595.4,7189.617,7250,NA,NA,NA
1340,596.3,7160.472,7250,NA,NA,NA
1341,504.8,9877.398,10000,NA,NA,NA
1342,504.8,9877.398,10000,L-1342,1.3702,1.5314
1343,596.5,7153.996,7250,NA,NA,NA
1344,424.7,12419.456,12500,L-1344,1.8135,2.0956
1345,596,7170.187,7250,NA,NA,NA
1346,424.7,12419.456,12500,L-1346,1.3702,1.2493
1347,476.2,10776.023,11000,NA,NA,NA
1348,424.7,12419.456,12500,L-1348,3.5,3.75
1349,595.6,7183.14,7250,NA,NA,NA
1350,504.8,9877.398,10000,NA,NA,NA
1351,596.3,7160.472,7250,NA,NA,NA
1352,424.5,12425.932,12500,L-1352,1.8941,2.1359
1353,475,10814.883,11000,NA,NA,NA
1354,476.2,10776.023,11000,L-1354,7.317,8.4145
1355,476.8,10756.594,11000,NA,NA,NA
1356,424.3,12432.409,12500,NA,NA,NA
1357,424.4,12429.17,12500,NA,NA,NA
1358,424.7,12419.456,12500,L-1358,2.5,2.15
1359,424.1,12438.885,12500,NA,NA,NA
1360.1,504.8,9877.398,10000,NA,NA,NA
1360.2,504.8,9877.398,10000,NA,NA,NA
1360.3,504.8,9877.398,10000,NA,NA,NA
1360.4,504.8,9877.398,10000,NA,NA,NA
1360.5,504.8,9877.398,10000,NA,NA,NA
1360.6,504.8,9877.398,10000,NA,NA,NA
1360.7,504.8,9877.398,10000,NA,NA,NA
1360.8,504.8,9877.398,10000,L-1360H,8.9999,8.6341
1360.9,504.8,9877.398,10000,NA,NA,NA
1361,425.4,12396.788,12500,L-1361,2.35,2.75
1362,474.7,10824.598,11000,L-1362,2.0553,2.9016
1363,475.4,10801.93,11000,NA,NA,NA
1364,471.3,10934.699,11000,NA,NA,NA
1365,425,12409.741,12500,L-1365,3.95,6.85
1366,424.7,12419.456,12500,L-1366,1.85,1.95
1367,425.3,12400.026,12500,NA,NA,NA
1368,425.2,12403.264,12500,NA,NA,NA
1369,425.3,12400.026,12500,NA,NA,NA
1370,503.1,9932.449,10000,NA,NA,NA
1371,424.7,12419.456,12500,L-1371,2.5,2.75
1372,424.7,12419.456,12500,L-1372,1.9747,2.0553
1373,424.5,12425.932,12500,NA,NA,NA
1374.1,504.8,9877.398,10000,NA,NA,NA
1374.2,504.8,9877.398,10000,NA,NA,NA
1375,504.9,9874.159,10000,NA,NA,NA
1376,425.5,12393.549,12500,L-1376,2.015,2.1762
1377,425.6,12390.311,12500,NA,NA,NA
1378,504.8,9877.398,10000,NA,NA,NA
1379.1,504.8,9877.398,10000,L-1379A,12.685,11.321
1379.2,504.8,9877.398,10000,L-1379B,5.9268,6.439
1379.3,504.8,9877.398,10000,L-1379C,3.5853,3.878
1379.4,504.8,9877.398,10000,NA,NA,NA
1379.5,504.8,9877.398,10000,NA,NA,NA
1380,425.6,12390.311,12500,L-1380,2.35,2.65
1381,425.5,12393.549,12500,L-1381,2.1,1.65
1382,603,6943.507,7000,NA,NA,NA
1383,604.6,6911.124,7000,NA,NA,NA
1384,596.5,7153.996,7250,NA,NA,NA
1385,599.1,7069.8,7250,NA,NA,NA
1386,603,6943.507,7000,NA,NA,NA
1387,598.1,7102.183,7250,NA,NA,NA
1388.1,504.8,9877.398,10000,NA,NA,NA
1388.2,504.8,9877.398,10000,NA,NA,NA
1388.3,504.8,9877.398,10000,NA,NA,NA
1388.4,504.8,9877.398,10000,NA,NA,NA
1388.5,504.8,9877.398,10000,NA,NA,NA
1388.6,504.8,9877.398,10000,L-1388F,8.3414,8.4145
1388.7,504.8,9877.398,10000,L-1388G,1.8135,2.1762
1388.8,504.8,9877.398,10000,L-1388H,2.55,2.9
1389,504.9,9874.159,10000,NA,NA,NA
1390.1,475.8,10788.976,11000,NA,NA,NA
1390.2,476.6,10763.07,11000,NA,NA,NA
1391,468.3,11014.038,11250,NA,NA,NA
1392.1,504.8,9877.398,10000,L-1392A,2.05,2.25
1392.2,504.8,9877.398,10000,NA,NA,NA
1392.3,504.8,9877.398,10000,NA,NA,NA
1392.4,504.8,9877.398,10000,L-1392D,4.7561,3.6585
1392.5,504.8,9877.398,10000,NA,NA,NA
1392.6,504.8,9877.398,10000,NA,NA,NA
1392.7,504.8,9877.398,10000,NA,NA,NA
1392.8,504.8,9877.398,10000,NA,NA,NA
1392.9,504.8,9877.398,10000,L-1392I,2.2971,1.8941
1393,495,10194.75,10250,NA,NA,NA
1394,427.6,12325.545,12500,NA,NA,NA
1395,426.9,12348.213,12500,L-1395,2.2683,2.1219
1396,602.9,6946.745,7000,NA,NA,NA
1397.1,501.9,9971.308,10000,L-1397A,19.096,17.05
1397.2,501.9,9971.308,10000,L-1397B,16.232,17.05
1398.1,427.5,12328.783,12500,L-1398A,14.458,15.277
1398.2,427.5,12328.783,12500,NA,NA,NA
1399,427.8,12319.069,12500,NA,NA,NA
1400,427.5,12328.783,12500,NA,NA,NA
1401,427.6,12325.545,12500,NA,NA,NA
1402,427.4,12332.022,12500,NA,NA,NA
1403,425.8,12383.834,12500,NA,NA,NA
1404,604,6911.124,7000,NA,NA,NA
1405.1,603.7,6920.839,7000,NA,NA,NA
1405.2,603.7,6920.839,7000,NA,NA,NA
1406,603,6943.507,7000,NA,NA,NA
1407,603.7,6920.839,7000,NA,NA,NA
1408,604.1,6907.886,7000,NA,NA,NA
1409,603.8,6917.601,7000,NA,NA,NA
1410,476.4,10769.547,11000,NA,NA,NA
1411.05,504.8,9877.398,10000,NA,NA,NA
1411.1,504.8,9877.398,10000,NA,NA,NA
1411.15,504.8,9877.398,10000,NA,NA,NA
1411.2,504.8,9877.398,10000,NA,NA,NA
1411.25,504.8,9877.398,10000,L-1411K,2.8536,4.1707
1411.3,504.8,9877.398,10000,L-1411G,12.958,13.64
1411.35,504.8,9877.398,10000,NA,NA,NA
1411.4,504.8,9877.398,10000,L-1411H,1.4105,2.6195
1411.45,504.8,9877.398,10000,NA,NA,NA
1411.5,504.8,9877.398,10000,L-1411E,2.1359,2.1762
1411.55,504.8,9877.398,10000,L-1411J,1.7732,1.9747
1411.6,504.8,9877.398,10000,L-1411L,9.7316,8.5609
1411.65,504.8,9877.398,10000,L-1411M,8.7804,9.8048
1412,427.8,12319.069,12500,NA,NA,NA
1413,503.2,9929.21,10000,L-1413,2.821,2.7001
1414,502.3,9958.355,10000,NA,NA,NA
1415,603.5,6927.315,7000,NA,NA,NA
1416,603.2,6937.03,7000,NA,NA,NA
1417,603.2,6937.03,7000,NA,NA,NA
1418,476.7,10759.832,11000,NA,NA,NA
1419,476.7,10759.832,11000,NA,NA,NA
1420,505.1,10016.644,10250,L-1420,1.7732,2.015
1421,603.7,6920.839,7000,NA,NA,NA
1422,603,6943.507,7000,NA,NA,NA
1423,505.3,10010.168,10250,NA,NA,NA
1424,476.2,10776.023,11000,L-1424,2.4987,2.2165
1425,476.2,10776.023,11000,NA,NA,NA
1426,605.3,6888.456,7000,NA,NA,NA
1427,605.3,6888.456,7000,NA,NA,NA
1428,605.3,6888.456,7000,NA,NA,NA
1429,606.9,6836.643,7000,NA,NA,NA
1430,428.1,12309.354,12500,NA,NA,NA
1431,427.9,12315.83,12500,L-1431,3.5853,3.2195
1432,428.1,12309.354,12500,NA,NA,NA
1433,428.1,12309.354,12500,NA,NA,NA
1434,606.2,6859.311,7000,NA,NA,NA
1435,605.8,6872.264,7000,NA,NA,NA
1436,428.1,12309.354,12500,L-1436,2.75,3.1
1437,428.6,12293.162,12500,NA,NA,NA
1438,476.1,10779.262,11000,NA,NA,NA
1439,428.8,12286.686,12500,NA,NA,NA
1440,428.8,12286.686,12500,L-1440,2.7073,3.2195
1441,429.6,12260.779,12500,L-1441,2.4146,2.7073
1442,429.6,12260.779,12500,NA,NA,NA
1443,507.4,9942.164,10000,NA,NA,NA
1444,429.3,12270.494,12500,NA,NA,NA
1445,476.4,10769.547,11000,NA,NA,NA
1446,607.9,6804.26,7000,NA,NA,NA
1447,606.8,6839.882,7000,NA,NA,NA
1448,607.1,6830.167,7000,NA,NA,NA
1449,607.1,6830.167,7000,NA,NA,NA
1450,428.9,12283.447,12500,L-1450,3.2927,3.2195
1451,429.2,12273.732,12500,L-1451,2.3414,2.561
1452,477.6,10730.687,10750,NA,NA,NA
1453,428,12312.592,12500,L-1453,3.0731,3.3658
1454,428.6,12293.162,12500,NA,NA,NA
1455,427.8,12319.069,12500,L-1455,2.3,2.6
1456,429.8,12254.303,12500,L-1456,8.2682,10.463
1457,428.4,12299.639,12500,NA,NA,NA
1458,429.6,12260.779,12500,NA,NA,NA
1459,512.4,9780.249,10000,L-1459,3.65,6.95
1460,606.9,6836.643,7000,NA,NA,NA
1461,429,12280.209,12500,L-1461,8.5609,8.0487
1462,429.2,12273.732,12500,L-1462,1.8135,1.7732
1463,513.6,9741.39,9750,NA,NA,NA
1464,429.6,12260.779,12500,NA,NA,NA
1465,514.5,9712.245,9750,NA,NA,NA
1466,478.1,10714.496,10750,L-1466,2.6598,3.3046
1467,478.1,10714.496,10750,L-1467,7.0244,10.976
1468,478.1,10714.496,10750,L-1468,3.25,3
1469,513.2,9754.343,10000,NA,NA,NA
1470,608.6,6781.592,7000,NA,NA,NA
1471,435.1,12084.293,12250,L-1471,2.25,2.45
1472,478.1,10714.496,10750,NA,NA,NA
1473,610,6736.256,6750,NA,NA,NA
1474,478.2,10711.257,10750,NA,NA,NA
1475,434,12119.914,12250,L-1475,3.1463,3.2927
1476,429.9,12251.064,12500,L-1476,2.4986,2.9822
1477,429.9,12251.064,12500,NA,NA,NA
1478,429.9,12251.064,12500,NA,NA,NA
1479,516.6,9644.241,9750,NA,NA,NA
1480,515.8,9670.147,9750,NA,NA,NA
1481,478.1,10714.496,10750,NA,NA,NA
1482,478.1,10714.496,10750,L-1482,15.14,15.004
1483,478.1,10714.496,10750,L-1483,16.504,14.595
1484,515.8,9670.147,9750,NA,NA,NA
1485,515.8,9670.147,9750,NA,NA,NA
1486,430.5,12231.635,12250,NA,NA,NA
1487,430.5,12231.635,12250,NA,NA,NA
1488,430.4,12234.873,12250,L-1488,15.822,17.732
1489,430.5,12231.635,12250,L-1489,0.8135,2.2971
1490,430.3,12238.111,12250,L-1490,2.418,2.2568
1491,612.7,6648.822,6750,NA,NA,NA
1492,513.8,9734.913,9750,NA,NA,NA
1493,513.5,9744.628,9750,NA,NA,NA
1494,518.7,9576.237,9750,NA,NA,NA
1495,438,11990.382,12000,L-1495,2.0553,2.2568
1496,430,12247.826,12250,L-1496,3.7882,5.4405
1497,433.7,12129.629,12250,NA,NA,NA
1498,433.6,12132.867,12250,L-1498,3.7317,3.1463
1499,433.4,12139.343,12250,L-1499,2.3414,2.5609
1500,428.6,12293.162,12500,L-1500,1.4508,1.5314
1501,429.7,12257.541,12500,L-1501,2.6195,3.0628
1502,610.7,6713.588,6750,NA,NA,NA
1503,610.9,6707.112,6750,NA,NA,NA
1504,610.9,6707.112,6750,L-1504,2.015,2.1762
1505,435.3,12077.816,12250,L-1505,7.317,7.0975
1506,519.7,9543.854,9750,L-1506,8.0487,8.9999
1507,518.1,9595.666,9750,NA,NA,NA
1508,518.2,9592.428,9750,L-1508,13.231,15.004
1509,478.1,10714.496,10750,NA,NA,NA
1510,478.1,10714.496,10750,NA,NA,NA
1511,478.1,10714.496,10750,NA,NA,NA
1512,478.1,10714.496,10750,NA,NA,NA
1513,436.4,12042.195,12250,NA,NA,NA
1514,434,12119.914,12250,L-1514,1.4508,1.5717
1515,436.1,12051.91,12250,NA,NA,NA
1516,434,12119.914,12250,L-1516,1.9747,2.1762
1517.1,434,12119.914,12250,L-1517A,2.418,2.5389
1517.2,434,12119.914,12250,NA,NA,NA
1518,478.1,10714.496,10750,NA,NA,NA
1519,478.1,10714.496,10750,L-1519,2.7001,2.9822
1520.1,478.1,10714.496,10750,NA,NA,NA
1520.2,478.1,10714.496,10750,NA,NA,NA
1521,612,6671.49,6750,NA,NA,NA
1522,614.7,6584.057,6750,NA,NA,NA
1523,613.8,6613.201,6750,NA,NA,NA
1524,519.7,9543.854,9750,NA,NA,NA
1525,519.8,9540.616,9750,NA,NA,NA
1526,519.8,9540.616,9750,NA,NA,NA
1527,436.5,12038.956,12250,L-1527,3.2,5.45
1528,436.8,12029.242,12250,L-1528,2.9268,2.4878
1529,478.1,10714.496,10750,NA,NA,NA
1530,478.1,10714.496,10750,L-1530,7.75,7.35
1531,433.7,12129.629,12250,L-1531,6.7,7.35
1532,429.5,12264.018,12500,NA,NA,NA
1533,430,12247.826,12250,NA,NA,NA
1534,430,12247.826,12250,L-1534,6.1,6.25
1535,518.9,9569.76,9750,NA,NA,NA
1536,521,9501.756,9750,NA,NA,NA
1537,521.2,9495.28,9500,NA,NA,NA
1538,436.5,12038.956,12250,NA,NA,NA
1539,436.6,12035.718,12250,NA,NA,NA
1540,436.4,12042.195,12250,L-1540,5.0778,5.1584
1541,430.8,12221.92,12250,NA,NA,NA
1542,436.8,12029.242,12250,L-1542,2.7,3
1543,436.8,12029.242,12250,L-1543,6.6584,6.2927
1544,436.8,12029.242,12250,L-1544,4.6829,4.5366
1545,436.8,12029.242,12250,NA,NA,NA
1546,613.7,6616.44,6750,NA,NA,NA
1547,478.9,10688.589,10750,NA,NA,NA
1548,617.6,6491.765,6500,NA,NA,NA
1549,616.8,6517.672,6750,NA,NA,NA
1550,434.1,12116.675,12250,NA,NA,NA
1551,435.5,12071.339,12250,NA,NA,NA
1552,616.5,6527.387,6750,NA,NA,NA
1553,616.2,6537.101,6750,NA,NA,NA
1554,520.3,9524.424,9750,NA,NA,NA
1555,519.9,9537.377,9750,L-1550,2.2165,2.418
1556,519.9,9537.377,9750,NA,NA,NA
1557,437.4,12009.812,12250,NA,NA,NA
1558,437,12022.765,12250,L-1558,6.4,6.1
1559,436.8,12029.242,12250,NA,NA,NA
1560,480.3,10643.253,10750,L-1560,2.7073,3.0731
1561,520.4,9521.186,9750,NA,NA,NA
1562,437.6,12003.335,12250,NA,NA,NA
1563.1,520.6,9514.709,9750,L-1563A,7.317,4.756
1563.2,520.6,9514.709,9750,NA,NA,NA
1564,434.9,12090.769,12250,NA,NA,NA
1565,434.6,12100.484,12250,NA,NA,NA
1566,434.2,12113.437,12250,NA,NA,NA
1567,434.1,12116.675,12250,NA,NA,NA
1568,439.1,11954.761,12000,L-1568,1.2693,1.4508
1569,439.1,11954.761,12000,NA,NA,NA
1570.1,617.9,6482.05,6500,NA,NA,NA
1570.2,617.9,6482.05,6500,NA,NA,NA
1571,616.8,6517.672,6750,NA,NA,NA
1572,617.9,6482.05,6500,NA,NA,NA
1573,617.9,6482.05,6500,NA,NA,NA
1574,520.6,9514.709,9750,NA,NA,NA
1575,521.4,9488.803,9500,NA,NA,NA
1576,617.3,6501.48,6750,NA,NA,NA
1577,438.9,11961.237,12000,L-1577,2.35,2.25
1578,438.8,11964.476,12000,L-1578,3.6341,2.3414
1579,480.5,10636.777,10750,L-1579,2.9268,3.1463
1580,521.4,9488.803,9500,NA,NA,NA
1581,481.4,10607.632,10750,NA,NA,NA
1582,434.2,12113.437,12250,NA,NA,NA
1583,437.2,12016.288,12250,NA,NA,NA
1584,617.9,6482.05,6500,NA,NA,NA
1585,616.8,6517.672,6750,NA,NA,NA
1586,615.8,6550.055,6750,NA,NA,NA
1587,617.6,6491.765,6500,NA,NA,NA
1588,437.5,12006.574,12250,NA,NA,NA
1589,522.4,9456.42,9500,NA,NA,NA
1590,437.5,12006.574,12250,NA,NA,NA
1591,437.6,12003.335,12250,NA,NA,NA
1592,437.1,12019.527,12250,L-1592,5.3415,7.5366
1593,481.1,10617.347,10750,NA,NA,NA
1594,434.8,12094.007,12250,L-1594,2.8536,3.1463
1595,434.5,12103.722,12250,NA,NA,NA
1596,434.2,12113.437,12250,NA,NA,NA
1597,434.7,12097.246,12250,NA,NA,NA
1598,437.8,11996.859,12000,NA,NA,NA
1599,437.5,12006.574,12250,L-1599,2.0553,2.2568
1600,436.9,12026.003,12250,NA,NA,NA
1601.1,437,12022.765,12250,NA,NA,NA
1602,437,12022.765,12250,L-1602,2.1359,2.9016
1602.2,437,12022.765,12250,NA,NA,NA
1603,525,9469.373,9500,NA,NA,NA
1604,616.9,6514.433,6750,NA,NA,NA
1605,616.8,6517.672,6750,NA,NA,NA
1607,618.7,6456.144,6500,NA,NA,NA
1608,616.8,6517.672,6750,NA,NA,NA
1609.1,437.1,12019.527,12250,L-1609A,2.1762,2.2568
1609.2,437.1,12019.527,12250,NA,NA,NA
1610,437.5,12006.574,12250,NA,NA,NA
1611,437.8,11996.859,12000,L-1611,1.5314,1.8135
1612,618.6,6459.382,6500,NA,NA,NA
1613,437.1,12019.527,12250,NA,NA,NA
1614,525.6,9449.943,9500,NA,NA,NA
1615,436.8,12029.242,12250,NA,NA,NA
1616,437.5,12006.574,12250,NA,NA,NA
1617,437.8,11996.859,12000,L-1617,8.0487,7.6829
1618,435.1,12084.293,12250,NA,NA,NA
1619,434.8,12094.007,12250,L-1619,2.2683,2.4878
1620,435.6,12068.101,12250,NA,NA,NA
1621,437.8,11996.859,12000,L-1621,10.098,10.317
1622,480.9,10623.824,10750,NA,NA,NA
1623,481.3,10610.87,10750,L-1623,2.7805,2.9268
1624,530.3,9297.744,9500,NA,NA,NA
1625,438.7,11967.714,12000,L-1625,1.3702,1.8135
1626,438.9,11961.237,12000,NA,NA,NA
1627,620.6,6394.617,6500,NA,NA,NA
1628,620.7,6391.378,6500,NA,NA,NA
1629,619.4,6433.476,6500,NA,NA,NA
1630.1,621,6381.663,6500,NA,NA,NA
1630.2,621,6381.663,6500,NA,NA,NA
1631,619.9,6417.285,6500,NA,NA,NA
1632,619.3,6436.714,6500,NA,NA,NA
1633,486.1,10455.433,10500,NA,NA,NA
1634,485.3,10481.339,10500,NA,NA,NA
1635.1,530.8,9281.552,9500,NA,NA,NA
1635.2,530.8,9281.552,9500,NA,NA,NA
1635.3,530.8,9281.552,9500,NA,NA,NA
1635.4,530.8,9281.552,9500,NA,NA,NA
1636,530.4,9294.506,9500,NA,NA,NA
1637,438.9,11961.237,12000,NA,NA,NA
1638,442.7,11838.182,12000,NA,NA,NA
1639,530.8,9281.552,9500,NA,NA,NA
1640,531.6,9255.646,9500,NA,NA,NA
1641,531.7,9252.408,9500,NA,NA,NA
1642,530.8,9281.552,9500,NA,NA,NA
1643,435.7,12064.863,12250,NA,NA,NA
1644,435.1,12084.293,12250,NA,NA,NA
1645,435.1,12084.293,12250,L-1645,2.2568,2.1359
1646,436,12055.148,12250,NA,NA,NA
1647,620.2,6407.57,6500,NA,NA,NA
1648,620.1,6410.808,6500,NA,NA,NA
1649,620.2,6407.57,6500,NA,NA,NA
1650,443.1,11825.229,12000,L-1650,2.05,2.35
1651,443,11828.468,12000,NA,NA,NA
1652,443,11828.468,12000,L-1652,7.9755,8.4146
1653,441.6,11873.804,12000,L-1653,7.4633,8.1951
1654,531.8,9249.169,9250,NA,NA,NA
1655,531.8,9249.169,9250,NA,NA,NA
1657,440.3,11915.901,12000,NA,NA,NA
1658,542.8,8892.958,9000,NA,NA,NA
1659,623.5,6300.706,6500,NA,NA,NA
1660,621.6,6362.234,6500,NA,NA,NA
1661,623.6,6297.468,6500,NA,NA,NA
1662,443.5,11812.276,12000,NA,NA,NA
1663,440,11925.616,12000,L-1663,7.8292,10.39
1664.1,543.5,8870.289,9000,NA,NA,NA
1664.2,543.5,8870.289,9000,NA,NA,NA
1664.3,543.5,8870.289,9000,NA,NA,NA
1665,543.4,8873.528,9000,NA,NA,NA
1666,543.6,8867.051,9000,NA,NA,NA
1667,483.7,10533.152,10750,L-1667,1.7732,2.0553
1668,485.3,10481.339,10500,NA,NA,NA
1669,484.6,10504.007,10750,L-1669,6.45,7.55
1670,485,10491.054,10500,NA,NA,NA
1671,485,10491.054,10500,NA,NA,NA
1672,484.6,10504.007,10750,NA,NA,NA
1673,486.1,10455.433,10500,NA,NA,NA
1674,484.7,10500.769,10750,NA,NA,NA
1675,622.7,6326.613,6500,NA,NA,NA
1676,622.4,6336.327,6500,NA,NA,NA
1677,624,6284.515,6500,NA,NA,NA
1678,622.3,6339.566,6500,NA,NA,NA
1679,542,8918.864,9000,NA,NA,NA
1680,442.5,11844.659,12000,NA,NA,NA
1681,440.9,11896.472,12000,L-1681,1.95,4.7
1682,440.8,11899.71,12000,NA,NA,NA
1683,440.3,11915.901,12000,L-1683,1.4105,3.7076
1684,442.8,11834.944,12000,NA,NA,NA
1685,485.3,10481.339,10500,L-1685,1.8135,4.7151
1686,483.7,10533.152,10750,NA,NA,NA
1687,485.8,10465.147,10500,NA,NA,NA
1688,623.8,6290.991,6500,NA,NA,NA
1689,623.3,6307.183,6500,NA,NA,NA
1690,441.8,11867.327,12000,NA,NA,NA
1691,441.8,11867.327,12000,L-1691,2.1359,2.418
1692,441.8,11867.327,12000,NA,NA,NA
1693,441.1,11889.995,12000,NA,NA,NA
1694,440.6,11906.187,12000,L-1694,2.7073,2.8536
1695,440.6,11906.187,12000,L-1695,2.8705,3.0731
1696,439.9,11928.855,12000,L-1696,4.0975,3.2195
1697,441.2,11886.757,12000,NA,NA,NA
1698,543.7,8863.813,9000,NA,NA,NA
1699,543.8,8860.575,9000,NA,NA,NA
1700,542.5,8902.672,9000,NA,NA,NA
1701,543.5,8870.289,9000,NA,NA,NA
1702,542.1,8915.626,9000,NA,NA,NA
1703,543.1,8883.243,9000,NA,NA,NA
1704,621.3,6371.949,6500,NA,NA,NA
1705,624.5,6268.323,6500,NA,NA,NA
1706,621.9,6352.519,6500,NA,NA,NA
1707,623.5,6300.706,6500,NA,NA,NA
1708,543.9,8857.336,9000,NA,NA,NA
1710,443.8,11802.561,12000,NA,NA,NA
1711,443,11828.468,12000,L-1711,2.4878,2.7073
1712,444.3,11786.37,12000,NA,NA,NA
1713,444.4,11783.132,12000,NA,NA,NA
1714,442.1,11857.612,12000,NA,NA,NA
1715,444.5,11779.893,12000,L-1715,1.7329,2.9419
1716,444.5,11779.893,12000,NA,NA,NA
1717,623.1,6313.659,6500,NA,NA,NA
1718,544.5,8837.907,9000,NA,NA,NA
1719,545.8,8795.809,9000,NA,NA,NA
1720,444.2,11789.608,12000,NA,NA,NA
1721,443.8,11802.561,12000,NA,NA,NA
1722,623.2,6310.421,6500,NA,NA,NA
1723,624,6284.515,6500,NA,NA,NA
1724,621.9,6352.519,6500,NA,NA,NA
1725,520.2,9527.662,9750,NA,NA,NA
1726,520.1,9530.901,9750,NA,NA,NA
1727,445.1,11760.463,12000,NA,NA,NA
1728,444.8,11770.178,12000,L-1728,7.9023,8.9267
1729,484.8,10497.53,10500,L-1729,1.6926,2.3374
1730,520.8,9508.233,9750,NA,NA,NA
1731,485.1,10487.815,10500,NA,NA,NA
1732,445.3,11753.987,12000,L-1732,1.3299,1.4911
1733,624.5,6268.323,6500,NA,NA,NA
1734,627.2,6180.889,6250,NA,NA,NA
1735,626.7,6197.081,6250,NA,NA,NA
1736,628,6154.983,6250,NA,NA,NA
1737,520.8,9508.233,9750,NA,NA,NA
1738,521.1,9498.518,9500,NA,NA,NA
1739,521.1,9498.518,9500,NA,NA,NA
1740,446.1,11732.938,11750,L-1740,5.4405,5.8838
1741,445.6,11744.272,11750,L-1741,2.0553,2.015
1742,628.4,6142.03,6250,NA,NA,NA
1743,446.8,11710.27,11750,NA,NA,NA
1744,445.8,11744.272,11750,NA,NA,NA
1745,520.4,9521.186,9750,NA,NA,NA
1746,520.4,9521.186,9750,NA,NA,NA
1747,520.7,9511.471,9750,NA,NA,NA
1748,520.6,9514.709,9750,NA,NA,NA
1749,521.8,9475.85,9500,NA,NA,NA
1750,450.6,11587.215,11750,NA,NA,NA
1751,447.4,11690.84,11750,L-1751,1.7329,2.2165
1752,485.1,10487.815,10500,NA,NA,NA
1753,485,10491.054,10500,NA,NA,NA
1754.1,485.3,10481.339,10500,L-1754A,1.7732,2.015
1754.2,485.3,10481.339,10500,L-1754B,2.0956,2.6598
1755,483.8,10529.913,10750,NA,NA,NA
1756,626.5,6203.558,6250,NA,NA,NA
1757,626.6,6200.319,6250,NA,NA,NA
1758,520.1,9530.901,9750,NA,NA,NA
1759,520.6,9514.709,9750,NA,NA,NA
1760,520.6,9514.709,9750,L-1760,9.6584,10.537
1761,486.7,10436.003,10500,NA,NA,NA
1762,485.4,10478.101,10500,NA,NA,NA
1764,628.3,6145.268,6250,NA,NA,NA
1765,628.3,6145.268,6250,NA,NA,NA
1766,628.3,6145.268,6250,NA,NA,NA
1767,628.2,6148.507,6250,NA,NA,NA
1768,628.3,6145.268,6250,NA,NA,NA
1769,521,9501.756,9750,NA,NA,NA
1770,449.4,11626.074,11750,L-1770,2.4986,2.4986
1771,451.5,11558.07,11750,NA,NA,NA
1772,446.3,11726.461,11750,L-1772,2.1359,2.2165
1773,521,9501.756,9750,NA,NA,NA
