SPEC,STRAT,YEAR,INT,sampleID,right.total.length.mm,left.total.length.mm
204,361.5,14449.863,14500,NA,NA,NA
205,361.1,14462.817,14500,NA,NA,NA
206,361.1,14462.817,14500,NA,NA,NA
207,359.8,14504.914,14750,NA,NA,NA
208,361.1,14462.817,14500,NA,NA,NA
209,366.3,14294.426,14500,L-209,2.7073,2.8536
210,354.7,14670.067,14750,NA,NA,NA
211,84.1,22929.326,23000,NA,NA,NA
212,83.8,22939.041,23000,NA,NA,NA
213,362,14433.672,14500,NA,NA,NA
214,365.8,14310.617,14500,NA,NA,NA
215,96,22543.97,22750,NA,NA,NA
216,370.6,14155.179,14250,NA,NA,NA
217,367.9,14242.613,14250,NA,NA,NA
218,368.3,14229.66,14250,NA,NA,NA
219,367.2,14265.281,14500,NA,NA,NA
220,367.2,14265.281,14500,L-220,1.3,1.35
221,370.4,14161.656,14250,NA,NA,NA
222,96.7,22521.302,22750,NA,NA,NA
223,94,22608.736,22750,NA,NA,NA
224,372.8,14083.937,14250,NA,NA,NA
225,96.9,22514.825,22750,NA,NA,NA
226,350.2,14815.79,15000,L-226,1.9024,2.1951
227,96.1,22540.732,22750,L-227,1.05,1.1
228,97.9,22482.442,22500,L-228,1.6829,1.8293
229,375.7,13990.026,14000,NA,NA,NA
230,360.9,14469.293,14500,L-230,0.75,3
231,96.3,22534.255,22750,NA,NA,NA
232,371.3,14132.511,14250,L-232,1.65,1.95
233,98.4,22466.251,22500,L-233,6.4389,6.5853
234,367.9,14242.613,14250,L-234B,1,1
235,90.4,22725.314,22750,NA,NA,NA
236,101.4,22369.102,22500,L-236,1.95,2.36
237,94.4,22595.782,22750,NA,NA,NA
238,361.1,14462.817,14500,NA,NA,NA
239,361,14466.055,14500,L-239,1.65,1.75
240,98.4,22466.251,22500,NA,NA,NA
241,358.4,14550.25,14750,NA,NA,NA
242,360.4,14485.485,14500,NA,NA,NA
243,101.4,22369.102,22500,NA,NA,NA
244,91.4,22692.931,22750,NA,NA,NA
245,108.8,22129.469,22250,NA,NA,NA
246,100.4,22401.485,22500,NA,NA,NA
247,100.6,22395.008,22500,NA,NA,NA
248,356.6,14608.54,14750,NA,NA,NA
249,369.2,14200.515,14250,NA,NA,NA
250,109.8,22097.086,22250,L-250,3.7317,4.317
251.1,100.1,22411.2,22500,L-251A,1.25,1.4
251.2,100.1,22411.2,22500,NA,NA,NA
252,354.6,14673.306,14750,L-252,1.75,1.8
253,112.4,22012.89,22250,NA,NA,NA
254,93.4,22628.165,22750,L-254,1.95,2
255,377,13947.929,14000,NA,NA,NA
256,94.6,22589.306,22750,NA,NA,NA
257,95.1,22573.114,22750,NA,NA,NA
258,99.1,22443.583,22500,NA,NA,NA
259,101.4,22369.102,22500,NA,NA,NA
260,374.7,14022.409,14250,NA,NA,NA
261,374.7,14022.409,14250,NA,NA,NA
262,100,22414.438,22500,L-262,1.8,2
263,359.6,14511.391,14750,NA,NA,NA
264,100.4,22401.485,22500,NA,NA,NA
265,367.3,14262.043,14500,NA,NA,NA
266,107.5,22171.566,22250,NA,NA,NA
267.1,110.1,22087.371,22250,L-267,2.05,2.7
267.2,110.1,22087.371,22250,NA,NA,NA
268,108.4,22142.422,22250,NA,NA,NA
269,368,14239.375,14250,L-269,3.2926,3.9512
270,370,14174.609,14250,NA,NA,NA
271,110.3,22080.894,22250,NA,NA,NA
272,373,14077.46,14250,NA,NA,NA
273,99.7,22424.153,22500,L-273,2.5,2.6
274,110,22090.609,22250,NA,NA,NA
275,93.1,22637.88,22750,NA,NA,NA
276,110,22090.609,22250,NA,NA,NA
277,91.6,22686.455,22750,NA,NA,NA
278,93.3,22631.404,22750,NA,NA,NA
279,93.3,22631.404,22750,NA,NA,NA
280,93.3,22631.404,22750,NA,NA,NA
281.1,92.2,22667.025,22750,NA,NA,NA
281.2,92.2,22667.025,22750,L-281B,1.35,1.45
282,367.6,14252.328,14500,NA,NA,NA
283,367.7,14249.089,14250,NA,NA,NA
284,90.6,22718.837,22750,NA,NA,NA
285,97.6,22492.157,22500,L-285,1.85,1.9
286,89.5,22754.459,23000,NA,NA,NA
287,372.8,14083.937,14250,L-287,2.55,2.65
288,110,22090.609,22250,NA,NA,NA
289,362.2,14427.195,14500,L-289,1.85,1.9
290,354.2,14686.259,14750,NA,NA,NA
291,356.6,14608.54,14750,L-291,2.2,2.5
292,364.2,14362.43,14500,NA,NA,NA
293,365.6,14317.094,14500,NA,NA,NA
294,90.3,22728.552,22750,NA,NA,NA
295,89.7,22747.982,22750,NA,NA,NA
296,94.6,22589.306,22750,NA,NA,NA
297.1,90.2,22731.791,22750,L-297A,1.25,1.5
297.2,90.2,22731.791,22750,NA,NA,NA
298,98.7,22456.536,22500,NA,NA,NA
299,94.2,22602.259,22750,L-299,1.75,1.8
300.1,90.3,22728.552,22750,NA,NA,NA
300.2,90.3,22728.552,22750,L-300B,1.85,2
301,90.3,22728.552,22750,NA,NA,NA
302,93.6,22621.689,22750,NA,NA,NA
303,361.4,14453.102,14500,NA,NA,NA
304,357.1,14592.348,14750,L-304,6.2194,7.1706
305,95.9,22547.208,22750,L-305,1.9024,1.8293
306,92.9,22644.357,22750,NA,NA,NA
307,367,14271.758,14500,NA,NA,NA
308,96.5,22527.778,22750,NA,NA,NA
309,363,14401.289,14500,L-309,6.7317,5.4878
310,361.6,14446.625,14500,L-310,2.6341,2.9999
311,363,14401.289,14500,L-311,7.756,8.8535
312,364.7,14346.238,14500,NA,NA,NA
313,352.4,14744.548,14750,NA,NA,NA
314.1,352.6,14738.071,14750,L-314A,5.4,5.35
314.2,352.6,14738.071,14750,NA,NA,NA
315,350.5,14806.075,15000,NA,NA,NA
316,377.2,13941.452,14000,NA,NA,NA
317,87.5,22819.224,23000,L-317,2.3,2.1
318,377.6,13928.499,14000,NA,NA,NA
319,100.5,22398.247,22500,NA,NA,NA
320,101,22382.055,22500,NA,NA,NA
321,108.6,22135.945,22250,NA,NA,NA
322,378.9,13884.782,14000,NA,NA,NA
323,352.8,14731.595,14750,NA,NA,NA
324,127.6,21520.67,21750,L-324,1.15,1.25
325,360.8,14472.532,14500,NA,NA,NA
326,97.4,22498.634,22500,NA,NA,NA
327,356.6,14608.54,14750,NA,NA,NA
328,100.5,22398.247,22500,L-328,1.612,1.7732
329,362.3,14423.957,14500,NA,NA,NA
330,363.6,14381.859,14500,NA,NA,NA
331,365.1,14333.285,14500,NA,NA,NA
332,99,22446.821,22500,NA,NA,NA
333,377.9,13918.784,14000,NA,NA,NA
334,96.2,22537.493,22750,NA,NA,NA
335,101.8,22356.149,22500,NA,NA,NA
336,363.7,14378.621,14500,L-336,2.9999,2.8536
337,369,14206.992,14250,L-337,3.3,4.35
338,105.5,22236.332,22250,NA,NA,NA
339,105.5,22236.332,22250,NA,NA,NA
340,103.8,22291.383,22500,NA,NA,NA
341,104.5,22268.715,22500,NA,NA,NA
342,363.2,14394.813,14500,NA,NA,NA
343,350,14822.267,15000,NA,NA,NA
344,365,14336.523,14500,NA,NA,NA
345,100,22414.438,22500,NA,NA,NA
346,391.8,13467.042,13500,NA,NA,NA
347,105.7,22229.856,22250,NA,NA,NA
348,107.4,22174.805,22250,NA,NA,NA
349,105.4,22239.571,22250,NA,NA,NA
350,363.4,14388.336,14500,NA,NA,NA
351,365.5,14320.332,14500,NA,NA,NA
352,365.5,14320.332,14500,NA,NA,NA
353,363.9,14372.145,14500,NA,NA,NA
354,107.9,22158.613,22250,NA,NA,NA
355,100.2,22407.962,22500,NA,NA,NA
356,367.5,14255.566,14500,L-356,2.45,2.7
357.1,107.8,22161.852,22250,L-357A,1.75,1.85
357.2,107.8,22161.852,22250,NA,NA,NA
358,367,14271.758,14500,NA,NA,NA
359,112.6,22006.414,22250,L-359,1.85,2.1
360,359.9,14501.676,14750,L-360,2,2.05
361,360.1,14495.2,14500,NA,NA,NA
362,380.9,13820.016,14000,L-362,2.8536,2.7073
363.1,93.3,22631.404,22750,L-363A,2.4878,3.2195
363.2,93.3,22631.404,22750,NA,NA,NA
364,93.8,22615.212,22750,NA,NA,NA
365,385.6,13667.816,13750,L-365,2.45,2.3
366,363.4,14388.336,14500,NA,NA,NA
367,363.7,14378.621,14500,L-367,2.561,2.4878
368,357.8,14569.68,14750,L-368,1.9,2.25
369,356.9,14598.825,14750,L-369,4.317,3.6585
370,367.5,14255.566,14500,L-370,2,2.2
371.1,367.2,14265.281,14500,NA,NA,NA
371.2,367.2,14265.281,14500,NA,NA,NA
371.3,367.2,14265.281,14500,NA,NA,NA
371.4,367.2,14265.281,14500,NA,NA,NA
371.5,367.2,14265.281,14500,NA,NA,NA
372,362,14433.672,14500,NA,NA,NA
373,352.4,14744.548,14750,NA,NA,NA
374,364.5,14352.715,14500,L-374,2.65,3
375,351.7,14767.216,15000,NA,NA,NA
376,355.2,14653.876,14750,L-376,2.8536,3.1463
377,366,14304.14,14500,NA,NA,NA
378,356,14627.969,14750,NA,NA,NA
379.1,354.2,14686.259,14750,NA,NA,NA
379.2,354.2,14686.259,14750,NA,NA,NA
380.1,367,14271.758,14500,NA,NA,NA
380.2,367,14271.758,14500,NA,NA,NA
381,91.9,22676.74,22750,NA,NA,NA
382,115.1,21925.456,22000,NA,NA,NA
383,115.9,21899.55,22000,NA,NA,NA
384,345.4,14971.228,15000,NA,NA,NA
385,117.2,21857.452,22000,L-385,2.6341,2.7805
386,350.2,14815.79,15000,NA,NA,NA
387,432.2,12178.203,12250,NA,NA,NA
388,114.5,21944.886,22000,NA,NA,NA
389,350.4,14809.314,15000,NA,NA,NA
390,116,21896.312,22000,NA,NA,NA
391,116.5,21880.12,22000,L-391,2.1951,2.1951
392,94.6,22589.306,22750,L-392,1.4508,1.3299
393,350.8,14796.361,15000,NA,NA,NA
394,282.2,16802.481,17000,NA,NA,NA
395,108.1,22152.137,22250,NA,NA,NA
396,114.1,21957.839,22000,NA,NA,NA
397,432,12184.68,12250,NA,NA,NA
398,379.3,13871.829,14000,NA,NA,NA
399,354.1,14689.497,14750,NA,NA,NA
400,98,22479.204,22500,NA,NA,NA
401,97.4,22498.634,22500,L-401,2.5,2.6
402,116.9,21867.167,22000,NA,NA,NA
403,382.1,13781.157,14000,L-403,3.878,3.6585
404,98.5,22463.013,22500,NA,NA,NA
405,101.1,22378.817,22500,NA,NA,NA
406,379.7,13858.876,14000,NA,NA,NA
407,364.6,14349.476,14500,NA,NA,NA
408,100.1,22411.2,22500,NA,NA,NA
409,118.1,21828.308,22000,NA,NA,NA
410,117.9,21834.784,22000,NA,NA,NA
411,366.8,14278.234,14500,NA,NA,NA
412,362.6,14414.242,14500,NA,NA,NA
413.1,105.8,22226.617,22250,NA,NA,NA
413.2,105.8,22226.617,22250,NA,NA,NA
414,119.9,21770.018,22000,NA,NA,NA
415,101.8,22356.149,22500,NA,NA,NA
416,383.9,13722.867,13750,NA,NA,NA
417,119.9,21770.018,22000,NA,NA,NA
418,352.4,14744.548,14750,L-418,2.2683,2.3414
419,364.9,14339.762,14500,L-419,1.75,2
420,434,12119.914,12250,NA,NA,NA
421.1,122.7,21679.346,21750,NA,NA,NA
421.2,122.7,21679.346,21750,NA,NA,NA
422,92.7,22650.833,22750,L-422A,1.2896,1.209
423,93.8,22615.212,22750,L-423,2.85,2.85
424,370.8,14148.703,14250,NA,NA,NA
425,355.5,14644.161,14750,NA,NA,NA
426,356.1,14624.731,14750,NA,NA,NA
427,363.5,14385.098,14500,L-427,2.2,2.65
428,355.5,14644.161,14750,L428,2.5609,2.9268
429,436.1,12051.91,12250,L-429,1.8135,1.9344
430,391,13492.949,13500,L-430,4.0244,3.6585
431,92,22673.501,22750,NA,NA,NA
432,314.2,15950.811,16000,NA,NA,NA
433,384.8,13693.723,13750,L-433,1.4105,1.4508
434,388,13590.097,13750,NA,NA,NA
435,384.4,13706.676,13750,NA,NA,NA
436,358.3,14553.489,14750,L-436,2.75,2.8
437,384.6,13700.199,13750,NA,NA,NA
438,387.2,13616.004,13750,NA,NA,NA
439,385.9,13658.102,13750,NA,NA,NA
440,385.9,13658.102,13750,NA,NA,NA
441,386.9,13625.719,13750,NA,NA,NA
442,96.1,22540.732,22750,NA,NA,NA
443,436,12055.148,12250,NA,NA,NA
444,389.6,13538.285,13750,NA,NA,NA
445,93.5,22624.927,22750,L-445,2.561,2.9268
446,348.2,14880.556,15000,NA,NA,NA
447,364.7,14346.238,14500,NA,NA,NA
448,390.5,13509.14,13750,NA,NA,NA
449,95.6,22556.923,22750,NA,NA,NA
450,386.1,13651.625,13750,NA,NA,NA
451,435.7,12064.863,12250,L-451,6.045,5.5614
452,95.1,22573.114,22750,L-452,3.2195,3.6585
453,384.1,13716.391,13750,NA,NA,NA
454,384.6,13700.199,13750,NA,NA,NA
455,384.9,13690.484,13750,NA,NA,NA
456,385.3,13677.531,13750,NA,NA,NA
457,96.3,22534.255,22750,NA,NA,NA
458,385.5,13671.055,13750,NA,NA,NA
459,435.9,12058.386,12250,NA,NA,NA
460,97.9,22482.442,22500,NA,NA,NA
461,434.9,12090.769,12250,NA,NA,NA
462,367.4,14258.804,14500,NA,NA,NA
463,367.7,14249.089,14250,NA,NA,NA
464,366.6,14284.711,14500,NA,NA,NA
465,367.3,14262.043,14500,NA,NA,NA
466,367.3,14262.043,14500,L-466,2.1,2.35
467.1,493.2,10253.039,10500,NA,NA,NA
467.2,493.2,10253.039,10500,NA,NA,NA
468,354.9,14663.591,14750,NA,NA,NA
469,431.9,12187.918,12250,NA,NA,NA
470,394.5,13379.609,13500,NA,NA,NA
471.1,387.9,13593.336,13750,L-471A,8.7804,9.9511
471.2,386.1,13651.625,13750,L-471B,2.015,2.4986
472,369.3,14197.277,14250,NA,NA,NA
473,370,14174.609,14250,L-473,2.7805,2.1951
474,495.5,10178.559,10250,NA,NA,NA
475,387.6,13603.051,13750,NA,NA,NA
476,369.1,14203.753,14250,NA,NA,NA
477,438.4,11977.429,12000,NA,NA,NA
478,425.1,12406.502,12500,NA,NA,NA
479,511.6,9806.155,10000,NA,NA,NA
480,425,12409.741,12500,NA,NA,NA
481,391.2,13486.472,13500,L-481,1.8135,2.1359
482,472.8,10886.125,11000,NA,NA,NA
483,512.5,9777.011,10000,NA,NA,NA
484,370.2,14168.132,14250,L-484,2.1762,2.0956
485,386.5,13638.672,13750,NA,NA,NA
486,470.6,10957.368,11000,L-486,3.5,3
487,367.9,14242.613,14250,L-487,3.1463,3.0731
488,369.8,14181.085,14250,NA,NA,NA
489,369.9,14177.847,14250,L-489,1.85,1.8
490,470.8,10950.891,11000,NA,NA,NA
491,518.5,9582.713,9750,NA,NA,NA
492,429.1,12276.971,12500,L-492,1.6926,1.8135
493,518.5,9582.713,9750,NA,NA,NA
494,515.5,9679.862,9750,NA,NA,NA
495,372.3,14100.128,14250,NA,NA,NA
496,470.2,10970.321,11000,NA,NA,NA
497,471,10944.414,11000,NA,NA,NA
498,438.5,11974.191,12000,NA,NA,NA
499,375.5,13996.503,14000,L-499,2.1219,2.8536
500,371.5,14126.034,14250,L-500,2.3374,2.3374
501,581.4,7646.216,7750,NA,NA,NA
502,471.6,10924.985,11000,NA,NA,NA
503,584.6,7542.591,7750,NA,NA,NA
504,586.9,7468.11,7500,NA,NA,NA
505,374.9,14015.933,14250,L-505,2.5795,2.7073
506,585.9,7500.493,7750,NA,NA,NA
507,389.1,13554.476,13750,NA,NA,NA
508,427.6,12325.545,12500,NA,NA,NA
509,585.9,7500.493,7750,NA,NA,NA
510,587.9,7435.727,7500,NA,NA,NA
511,587.9,7435.727,7500,NA,NA,NA
512.1,477.9,10720.972,10750,NA,NA,NA
512.2,477.9,10720.972,10750,NA,NA,NA
513,588.8,7406.582,7500,NA,NA,NA
514,375.4,13999.741,14000,NA,NA,NA
515,589.5,7383.914,7500,NA,NA,NA
516,477.6,10730.687,10750,NA,NA,NA
517,387.1,13619.242,13750,L-517,2.3777,2.3374
518,379.1,13878.305,14000,NA,NA,NA
519,430.8,12221.92,12250,NA,NA,NA
520,476.7,10759.832,11000,NA,NA,NA
521,376.8,13954.405,14000,NA,NA,NA
522,476.7,10759.832,11000,NA,NA,NA
523,477.9,10720.972,10750,NA,NA,NA
524,375.4,13999.741,14000,NA,NA,NA
525,454.5,11460.922,11500,NA,NA,NA
526,590.1,7364.485,7500,NA,NA,NA
527.1,590,7367.723,7500,NA,NA,NA
527.2,590,7367.723,7500,NA,NA,NA
528,477.9,10720.972,10750,NA,NA,NA
529,477.9,10720.972,10750,NA,NA,NA
530,589.7,7377.438,7500,NA,NA,NA
531,477.9,10720.972,10750,NA,NA,NA
532,472.3,10902.317,11000,NA,NA,NA
533,371.8,14116.32,14250,NA,NA,NA
534,477.9,10720.972,10750,NA,NA,NA
535,375.8,13986.788,14000,NA,NA,NA
536,595.9,7173.425,7250,NA,NA,NA
537,554.7,8510.839,8750,NA,NA,NA
538,372.7,14087.175,14250,NA,NA,NA
539,477.9,10720.972,10750,NA,NA,NA
540,372.1,14106.605,14250,L-540,1.9,2.5
541,373.9,14048.316,14250,L-541,1.4508,1.9747
542,395.5,13347.226,13500,NA,NA,NA
543,369.1,14203.753,14250,NA,NA,NA
544,395.4,13350.464,13500,NA,NA,NA
545,376.3,13970.597,14000,NA,NA,NA
546,376.7,13957.643,14000,L-546,3.1463,3.439
547,514.7,9705.768,9750,NA,NA,NA
548,395.8,13337.511,13500,L-548,2.1219,10.756
549,376.1,13977.073,14000,NA,NA,NA
550,597,7137.804,7250,NA,NA,NA
551,516.5,9647.479,9750,NA,NA,NA
552,477.5,10733.925,10750,NA,NA,NA
553.1,596.7,7147.519,7250,NA,NA,NA
553.2,596.7,7147.519,7250,NA,NA,NA
554,399.8,13207.979,13250,NA,NA,NA
555,399.8,13207.979,13250,NA,NA,NA
556,399.2,13227.409,13250,NA,NA,NA
557,397.9,13269.507,13500,NA,NA,NA
558,398,13266.268,13500,NA,NA,NA
559,398,13266.268,13500,L-559,2.1,2
560,395.6,13343.987,13500,NA,NA,NA
561,370.4,14161.656,14250,L-561,2.2568,2.2165
562,372,14109.843,14250,NA,NA,NA
563,376.7,13957.643,14000,L-563,1.4911,1.5314
564,375.6,13993.265,14000,L-564,2.8536,2.7073
565,374.5,14028.886,14250,NA,NA,NA
566,376.6,13960.882,14000,NA,NA,NA
567,539.1,9012.774,9250,NA,NA,NA
568,557.7,8413.691,8500,NA,NA,NA
569,378.1,13912.307,14000,NA,NA,NA
570,440.2,11919.14,12000,NA,NA,NA
571,371.3,14132.511,14250,NA,NA,NA
572,485.3,10481.339,10500,NA,NA,NA
573,440.6,11906.187,12000,L-573,9.8048,9.9511
574,400.5,13185.311,13250,L-574,2.7073,2.9999
575,439.5,11941.808,12000,L-575,3.7317,2.9999
576,602.1,6972.651,7000,NA,NA,NA
577,373,14077.46,14250,NA,NA,NA
578,396.3,13321.319,13500,NA,NA,NA
579,372.3,14100.128,14250,NA,NA,NA
580,372.3,14100.128,14250,L-580,2.7073,2.8536
581,373.4,14064.507,14250,L-581,1.8941,2.1359
582,543.7,8863.813,9000,NA,NA,NA
583,564.3,8199.963,8250,NA,NA,NA
584,399.5,13217.694,13250,L-584,7.1706,8.634
585,602.1,6972.651,7000,NA,NA,NA
586,375.8,13986.788,14000,NA,NA,NA
587,602.1,6972.651,7000,NA,NA,NA
588,378.1,13912.307,14000,NA,NA,NA
589,561.1,8303.589,8500,NA,NA,NA
590,602.1,6972.651,7000,NA,NA,NA
591,484.6,10504.007,10750,NA,NA,NA
592,441.1,11889.995,12000,L-592,8.7072,7.5365
593,483.1,10552.581,10750,L-593,2.7073,3.0731
594,399.5,13217.694,13250,L-594,1.9344,1.612
595,598.1,7102.183,7250,NA,NA,NA
596,368.2,14232.898,14250,L-596,1.9344,1.8941
597,598.1,7102.183,7250,NA,NA,NA
598,605.5,6881.979,7000,NA,NA,NA
599,369.6,14187.562,14250,NA,NA,NA
600,369.7,14184.324,14250,NA,NA,NA
601,368.8,14213.468,14250,L-601,1.9,2
602,597.6,7118.375,7250,NA,NA,NA
603,372.2,14103.366,14250,NA,NA,NA
604,486.5,10442.479,10500,NA,NA,NA
605,370,14174.609,14250,L-605,2.15,2.35
606,605.8,6872.264,7000,NA,NA,NA
607,604.8,6904.647,7000,NA,NA,NA
608,370,14174.609,14250,L-608,2.1359,2.015
609,605.9,6869.026,7000,NA,NA,NA
610,486.5,10442.479,10500,L-610,3.878,4.5365
611,394,13395.8,13500,L-611,2.25,2.5
612.1,396.9,13301.89,13500,L-612A,2.0956,1.8135
612.2,396.9,13301.89,13500,L-612B,1.8135,1.612
613,482.6,10568.773,10750,NA,NA,NA
614,369.4,14194.039,14250,L-614,2.9268,3.1295
615,397,13298.651,13500,NA,NA,NA
616,442.8,11834.944,12000,L-616,2.8536,2.9268
617,396.5,13314.843,13500,NA,NA,NA
618,372.2,14103.366,14250,NA,NA,NA
619,601.8,6982.366,7000,NA,NA,NA
620,486.8,10432.765,10500,NA,NA,NA
621,399.6,13214.456,13250,L-621,5.7073,6.0731
622,559.3,8361.878,8500,NA,NA,NA
623,367.4,14258.804,14500,L-623,2.6,2.75
624,443.4,11815.514,12000,NA,NA,NA
625,486.7,10436.003,10500,NA,NA,NA
626,563.4,8229.108,8250,NA,NA,NA
627,398,13266.268,13500,L-627,1.9024,1.9756
628,372.1,14106.605,14250,NA,NA,NA
629,373.3,14067.745,14250,NA,NA,NA
630,487.5,10414.954,10500,NA,NA,NA
631,602.5,6959.698,7000,NA,NA,NA
632,394.5,13379.609,13500,L-632,3.7,4.25
633,374.3,14035.362,14250,NA,NA,NA
634,487.7,10408.477,10500,L-634,1.4,1.9
635,464,11153.284,11250,NA,NA,NA
636,602.8,6949.983,7000,NA,NA,NA
637,375,14012.694,14250,NA,NA,NA
638,487.4,10413.335,10500,NA,NA,NA
639.1,375,14012.694,14250,L-639A,2.4146,2.1219
639.2,375,14012.694,14250,L-639B,2.7805,2.9999
640,376.8,13954.405,14000,L-640,1.9747,2.0553
641,604.1,6907.886,7000,NA,NA,NA
642,397.5,13282.46,13500,NA,NA,NA
643.1,560.6,8319.78,8500,NA,NA,NA
643.2,560.6,8319.78,8500,NA,NA,NA
644,487.9,10402.001,10500,NA,NA,NA
645,603.5,6927.315,7000,NA,NA,NA
646,371.6,14122.796,14250,L-646,4.9,5.3
647,NA,NA,NA,L-647,1.55,1.7
648,563.6,8222.631,8250,NA,NA,NA
649,400.2,13195.026,13250,NA,NA,NA
650,444.5,11779.893,12000,L-650,1.8,1.85
651,376.1,13977.073,14000,L-651,3.1463,3.2195
652,486.9,10429.526,10500,NA,NA,NA
653,604.4,6917.601,7000,NA,NA,NA
654,603.5,6927.315,7000,NA,NA,NA
655,399.5,13217.694,13250,NA,NA,NA
656.1,380.7,13826.493,14000,L-656B,3.5122,3.5853
656.2,380.7,13826.493,14000,NA,NA,NA
657,379.9,13852.399,14000,NA,NA,NA
658,605.9,6869.026,7000,NA,NA,NA
659,495.6,10175.32,10250,NA,NA,NA
660,381.3,13807.063,14000,NA,NA,NA
661,379.8,13855.637,14000,L-661,2.0553,2.2165
662,494.1,10223.895,10250,NA,NA,NA
663,395.5,13347.226,13500,L-663,6.5121,6.2194
664,394,13395.8,13500,NA,NA,NA
665,563.3,8232.346,8250,NA,NA,NA
666,588.3,7422.774,7500,NA,NA,NA
667,487.6,10411.716,10500,NA,NA,NA
668,447.5,11687.602,11750,NA,NA,NA
669,587.6,7445.442,7500,NA,NA,NA
670,564.8,8183.772,8250,NA,NA,NA
671,587.6,7445.442,7500,NA,NA,NA
672,400.2,13195.026,13250,L-672,1.1284,1.0478
673,380.4,13836.207,14000,NA,NA,NA
674,380.1,13845.922,14000,NA,NA,NA
675,397,13298.651,13500,NA,NA,NA
676,566.3,8135.198,8250,NA,NA,NA
677,566.3,8135.198,8250,NA,NA,NA
678,563.9,8212.917,8250,NA,NA,NA
679,396.3,13321.319,13500,NA,NA,NA
680,564.6,8190.249,8250,NA,NA,NA
681,400.4,13188.549,13250,NA,NA,NA
682,379.3,13871.829,14000,L-682,1.9756,2.4146
683,564.9,8180.534,8250,NA,NA,NA
684,487.2,10419.811,10500,NA,NA,NA
685,606.2,6859.311,7000,NA,NA,NA
686,596.7,7147.519,7250,NA,NA,NA
687.1,395.5,13347.226,13500,NA,NA,NA
687.2,395.5,13347.226,13500,L-687B,2.561,2.8536
688,487.6,10411.716,10500,NA,NA,NA
689,379.9,13852.399,14000,L-689,1.9747,1.8135
690,379,13881.544,14000,NA,NA,NA
691,487.8,10405.239,10500,L-691,4.317,6.878
692,564.6,8190.249,8250,NA,NA,NA
693,564.9,8180.534,8250,NA,NA,NA
694,379.1,13878.305,14000,L-694,10.7559,11.8536
695,399.3,13224.171,13250,NA,NA,NA
696,487,10426.288,10500,L-696,9.1388,9.1388
697,396.3,13321.319,13500,L-697,2.4986,2.7001
698,539.5,8999.821,9000,NA,NA,NA
699,487,10426.288,10500,NA,NA,NA
700,379.1,13878.305,14000,NA,NA,NA
701,381.3,13807.063,14000,NA,NA,NA
702,398.3,13256.554,13500,NA,NA,NA
703,445.3,11753.987,12000,L-703,3.4,3.85
704,487.7,10408.477,10500,NA,NA,NA
705,594.7,7212.285,7250,NA,NA,NA
706,595.5,7186.379,7250,NA,NA,NA
707,487.3,10416.573,10500,NA,NA,NA
708,595,7202.57,7250,NA,NA,NA
709,487.4,10413.335,10500,NA,NA,NA
710,595.8,7176.664,7250,NA,NA,NA
711,487.1,10423.05,10500,NA,NA,NA
712,379.8,13855.637,14000,L-712,2.65,3.05
713,381.2,13810.301,14000,L-713,2.85,3
714,542.5,8902.672,9000,NA,NA,NA
715,543.5,8870.289,9000,NA,NA,NA
716,380.1,13845.922,14000,NA,NA,NA
717,378.4,13902.592,14000,NA,NA,NA
718,402.3,13127.022,13250,NA,NA,NA
719,543,8886.481,9000,NA,NA,NA
720,595.5,7186.379,7250,NA,NA,NA
721,487,10426.288,10500,NA,NA,NA
722,543.9,8857.336,9000,NA,NA,NA
723,488,10398.762,10500,NA,NA,NA
724,403.9,13075.209,13250,NA,NA,NA
725,487.2,10419.811,10500,L-725,10.0975,11.1951
726,404.2,13065.494,13250,L-726,2.6341,4.3902
727,404.4,13059.018,13250,NA,NA,NA
728,570.9,7986.236,8000,NA,NA,NA
729,569,8047.764,8250,NA,NA,NA
730.1,381.1,13813.539,14000,L-730A,2.6341,2.1951
730.2,381.1,13813.539,14000,L-730B,2.8536,2.9268
731,570.9,7986.236,8000,NA,NA,NA
732,402.5,13120.545,13250,L-732,6.7316,7.1706
733,487.3,10416.573,10500,NA,NA,NA
734,487.3,10416.573,10500,NA,NA,NA
735,548.4,8711.613,8750,NA,NA,NA
736,548.4,8711.613,8750,NA,NA,NA
737,402.5,13120.545,13250,NA,NA,NA
738,379.6,13862.114,14000,L-738,1.8135,2.1762
739,379.4,13868.59,14000,NA,NA,NA
740,380,13849.161,14000,L-740,2.1762,2.2568
741,546.1,8786.094,9000,NA,NA,NA
742,487.7,10408.477,10500,NA,NA,NA
743,400,13201.503,13250,NA,NA,NA
744,476,10782.5,11000,NA,NA,NA
745,546.1,8786.094,9000,NA,NA,NA
746.1,546.1,8786.094,9000,NA,NA,NA
746.2,546.1,8786.094,9000,NA,NA,NA
747,546.1,8786.094,9000,NA,NA,NA
748,403.9,13075.209,13250,L-748,3.3046,5.8838
749,500,10032.836,10250,NA,NA,NA
750,546.1,8786.094,9000,NA,NA,NA
751,410,12895.484,13000,L-751,9.6844,10.23
752,569.8,8021.857,8250,NA,NA,NA
753,489.2,10359.903,10500,NA,NA,NA
754,381.4,13803.825,14000,L-754,2.418,2.5792
755,378.7,13892.878,14000,L-755,2.5792,2.9822
756,488.2,10392.286,10500,NA,NA,NA
757,569.7,8025.096,8250,NA,NA,NA
