"","univ.specimenID","pmx","ect","cle","pf5","pga","pgp","tpg","lps","lpt","ds1","ds2","ds3","ldf","stl","mcv","mav","mdf","maf","mpt","mds","ips","ptt","layer.old.to.young"
"178","k.16_245",3.83,10.89,NA,NA,NA,NA,12.66,6.49,2.35,NA,3.8,2.71,4.71,69.17,19,14,10,9,5,2,3,NA,4
"179","k.16_246",NA,7.93,8.4,NA,NA,NA,9.82,5.91,2.49,NA,NA,2.31,4.86,61.02,19,14,9,8,5,1,3,3,4
"180","k.16_251",NA,NA,NA,NA,NA,NA,9.9,4.29,2.08,NA,3.41,1.76,4.35,54.48,19,14,9,9,6,2,3,3,4
"181","k.16_253",2.15,7.02,7.97,NA,NA,NA,9.5,5.16,2.43,NA,4.49,1.44,5.85,49.75,20,14,8,8,5,2,3,3,4
"182","k.16_254",3.04,8.17,9.04,NA,NA,NA,10.48,5.44,3.05,NA,4.6,1.9,5.5,57.03,18,14,10,8,5,2,3,3,4
"183","k.16_261",2.85,10.05,10.14,NA,NA,NA,11,4.22,2.3,NA,NA,1.57,NA,63.23,19,14,8,7,5,1,3,2,4
"184","k.16_262",3.09,NA,NA,NA,NA,NA,10.55,5.4,2.09,NA,NA,2.2,4.5,63.28,20,14,10,9,6,1,3,4,4
"185","k.16_263",2.76,NA,NA,NA,NA,NA,11.08,5.17,2.75,NA,NA,1.94,4.89,56.07,19,14,8,8,5,1,3,3,4
"186","k.16_268",3.12,NA,10.29,NA,NA,NA,10.67,4.7,2.61,NA,NA,1.61,NA,66.46,20,14,9,8,6,1,3,4,4
"187","k.16_275",4.17,9.28,9.75,NA,NA,NA,11.93,5.01,2.37,2.46,4.18,2.28,5.59,69.01,20,14,11,10,5,3,3,3,4
"188","k.16_277",2.74,9.06,9.37,NA,NA,NA,9.29,4.56,1.58,NA,NA,1.6,NA,55.97,20,14,9,8,6,1,3,3,4
"189","k.16_278",2.82,NA,8.65,NA,NA,NA,11.17,5.64,1.68,3.47,3.91,2.55,5.69,56.53,19,14,10,9,7,3,3,5,4
"190","k.16_280",2.95,9.18,NA,NA,NA,NA,10.71,5.99,3.04,NA,5.17,2.11,5.81,61.54,20,13,9,9,6,2,3,3,4
"191","k.16_286",4.41,NA,NA,NA,NA,NA,12.34,NA,2.34,NA,NA,1.43,5.92,71.18,19,14,9,8,6,1,3,3,4
"192","k.16_287",3.52,NA,8.82,NA,NA,NA,10.34,4.23,2.29,2.72,3.4,1.54,4.54,59.02,18,14,10,9,6,3,3,3,4
"193","k.16_295",4.65,11.26,11.14,NA,NA,NA,11.86,5.49,2.13,NA,5.43,2.39,7.78,73.9,20,14,9,8,6,2,3,2,4
"194","k.16_299",NA,9.74,10.17,NA,NA,NA,10.63,5.25,2.42,2.91,5.28,2.37,6.37,66.49,19,14,10,9,5,3,3,3,4
"195","k.16_301",2.45,8.06,8.08,NA,NA,NA,9.15,5.2,1.97,NA,NA,1.81,5.01,57.42,19,14,8,6,5,1,3,3,4
"196","k.16_307",NA,NA,6.84,NA,NA,NA,8.4,4.32,2.12,NA,3.76,1.95,4.26,48.33,19,14,9,8,5,2,3,3,4
"197","k.16_309",NA,9.76,9.67,NA,NA,NA,11.96,5.22,1.52,NA,4.58,1.98,5.81,62.18,19,14,10,9,5,2,3,3,4
"198","k.16_310",2.65,8.57,8.23,NA,NA,NA,9.41,4.56,3.14,NA,NA,1.31,4.07,54.27,20,14,10,9,6,1,3,4,4
"199","k.16_313",2.19,8.74,NA,NA,NA,NA,10.25,4.79,3.97,NA,NA,1.54,4.64,62.91,19,14,9,8,5,1,3,3,4
"200","k.16_314",3.84,10.51,10.75,NA,NA,NA,11.58,4.08,2.74,NA,NA,2.11,6.16,69.13,20,14,10,9,6,1,3,2,4
"201","k.16_316",2.83,8.52,9.11,NA,NA,NA,8.52,5,2.24,NA,NA,1.34,4.53,52.32,19,14,10,9,6,1,3,3,4
"202","k.16_319",NA,10.06,10.43,NA,NA,NA,NA,4.48,2.31,2.33,3.92,1.49,5.8,58.87,19,14,10,9,5,3,3,2,4
"203","k.16_320",3.21,NA,NA,NA,NA,NA,11.47,6.31,2.21,NA,NA,2.18,6.71,63.27,19,14,9,8,6,1,3,NA,4
"204","k.16_322",2.59,NA,8.05,NA,NA,NA,9.49,4.31,2.46,NA,NA,1.92,NA,52.12,19,14,9,8,6,2,3,5,4
"205","k.16_327",3.58,9.26,9.54,NA,NA,NA,12.37,4.94,2.07,NA,NA,2.1,7.26,65.8,19,14,9,9,5,1,3,NA,4
"206","k.16_328",4.49,11.21,NA,NA,NA,NA,12.62,6.76,2.87,2.43,4.34,2.12,6.28,71.42,19,14,9,8,5,3,3,3,4
"207","k.16_330",2.36,NA,NA,NA,NA,NA,9.49,4.9,2.17,3.9,5.48,2.62,4.76,56.81,19,14,9,9,5,3,3,3,4
"208","k.16_331",2.44,NA,8.63,NA,NA,NA,9.49,4,2.42,NA,NA,1.27,NA,50.64,19,14,9,8,6,1,3,3,4
"209","k.16_337",2.23,7.07,7.4,NA,NA,NA,10,5.02,2.74,2.44,4,2.21,NA,50.75,20,14,7,7,6,3,3,4,4
"210","k.16_341",2.2,NA,NA,NA,NA,NA,8.65,4.43,2.61,NA,NA,12.85,4.69,51.88,19,14,9,9,5,1,3,2,4
"211","k.16_345",3.78,9.97,10.46,NA,NA,NA,11.24,5.34,2.75,2.28,NA,1.81,6.9,65.98,19,14,11,8,6,2,3,4,4
"212","k.16_369",3.3,8.81,8.67,NA,NA,NA,NA,NA,2.61,NA,NA,1.95,NA,61.64,19,14,10,9,5,1,3,NA,4
"213","k.16_372",3.02,9.69,NA,NA,NA,NA,NA,NA,2.57,2.93,NA,2.28,4.94,60.14,19,14,9,8,6,2,3,4,4
"214","k.16_380",NA,NA,NA,NA,NA,NA,9.18,4.78,3.28,NA,NA,2.23,5.11,52.24,20,14,9,8,5,1,3,3,4
"215","k.16_389",3.2,10.15,NA,NA,NA,NA,12.32,5.73,2.68,NA,NA,2.29,5.1,68.84,19,NA,10,8,6,1,3,NA,4
"216","k.16_398",2.99,8.42,8.2,NA,NA,NA,9.06,3.97,2.45,NA,NA,1.93,4.52,51.72,19,14,10,10,5,1,3,2,4
"217","k.16_424",4.63,11.05,11.54,NA,NA,NA,12.31,5.22,2.55,NA,NA,2.05,NA,71.12,19,14,10,9,6,1,3,4,4
"218","k.16_428",2.87,8.94,9.5,NA,NA,NA,9.89,4.81,5.75,NA,NA,2.04,6.13,57.31,19,NA,8,7,5,1,3,NA,4
"219","k.16_432",3.37,9.24,9.15,NA,NA,NA,9.65,4.2,2.51,NA,3.61,2.47,5.1,57.7,19,14,9,8,5,2,3,3,4
"220","k.16_436",2.34,7.63,7.75,NA,NA,NA,10.12,4.84,2.95,NA,4.44,2.47,4.37,53.64,19,14,9,9,9,2,3,3,4
"221","k.16_443",3.14,NA,NA,NA,NA,NA,12.31,5.96,3.23,3.54,4.74,2.44,5.6,69.54,19,14,9,8,6,3,3,5,4
"222","k.16_444",2.39,6.72,6.75,NA,NA,NA,7.48,4.19,1.98,NA,NA,1.97,NA,51.55,19,14,9,8,5,1,3,2,4
"223","k.15_025",3.27,8.1,8.8,NA,NA,NA,10.77,4,2.33,NA,4.12,1.86,4.92,59.78,19,14,10,9,5,2,3,3,5
"224","k.15_033",2.25,6.04,NA,NA,NA,NA,6.91,4.27,2.19,NA,NA,1.82,4.43,45.54,19,15,10,9,5,1,3,2,5
"225","k.15_041",3.46,8.95,8.52,NA,NA,NA,10.09,4.93,1.97,NA,NA,1.34,4.75,69.62,18,14,9,9,5,1,3,2,5
"226","k.15_045",NA,7.17,7.8,NA,NA,NA,7.17,4.41,2.21,NA,3.6,1.62,NA,52.21,20,14,9,8,5,2,3,3,5
"227","k.15_059",NA,NA,9.91,NA,2.54,6.84,9.38,NA,2.17,NA,NA,2.1,7.07,68.74,19,14,10,8,5,1,2.4,2,5
"228","k.15_067",3.29,8.4,NA,NA,1.68,7.35,9.03,NA,2.79,NA,NA,NA,5.87,64.63,20,14,9,8,5,0,2.2,2,5
"229","k.15_068",3.26,8,8.9,NA,NA,NA,9.77,5.26,2.25,NA,NA,1.74,6.05,67.68,19,14,9,8,6,1,3,3,5
"230","k.15_085",2.48,7.28,6.96,NA,NA,NA,8.89,5.16,2.62,NA,NA,NA,5.29,57.58,18,14,10,8,6,1,3,2,5
"231","k.15_090",3.96,8.39,9.11,NA,NA,NA,11.26,4.65,2.18,NA,NA,1.63,4.74,64.04,18,NA,10,10,8,1,3,3,5
"232","k.15_098",2.77,6.57,6.59,NA,NA,NA,9.32,4.32,1.93,NA,NA,1.88,4.54,59.81,19,14,9,8,6,1,3,3,5
"233","k.15_100",2.99,NA,NA,NA,NA,NA,10.42,5.42,3.08,NA,NA,1.94,6.11,66.93,18,14,10,9,5,1,3,2,5
"234","k.15_102",3.5,10.02,10.61,NA,4.62,NA,4.62,NA,2.13,NA,5,2.47,NA,68.15,18,14,10,9,5,2,1,3,5
"235","k.15_103",NA,NA,NA,NA,NA,NA,7.74,3.78,2.16,NA,NA,1.45,4.88,47.52,19,NA,9,8,5,1,3,3,5
"236","k.15_105",3.27,8.87,9.05,NA,NA,NA,11.35,4.35,2.29,NA,NA,1.46,4.66,67.38,19,14,10,9,5,1,3,2,5
"237","k.15_108",1.89,7.16,7.87,NA,NA,NA,8.17,5.62,1.65,2.12,4.13,1.95,3.86,44.18,19,14,9,7,6,3,3,3,5
"238","k.15_109",2.69,9.1,9.35,NA,NA,NA,9.39,5.17,2.73,NA,4.14,1.87,NA,58.98,19,14,10,8,5,2,3,3,5
"239","k.15_110",2.91,9.59,9.75,NA,NA,NA,9.62,6.02,2.89,NA,NA,1.9,4.85,63.63,19,15,10,9,5,1,3,2,5
"240","k.15_112",2.6,7,7.59,NA,NA,NA,8.15,4.86,1.75,NA,NA,NA,NA,55.25,18,14,10,9,5,0,3,2,5
"241","k.15_116",3.09,8.49,8.41,NA,2.39,9.2,11.59,NA,2.33,NA,NA,2.16,5.44,64.23,20,14,9,8,6,1,2.6,2,5
"242","k.15_117",NA,NA,NA,NA,NA,NA,6.64,3.65,1.23,NA,NA,1.35,3.4,41.07,20,14,9,8,6,1,3,3,5
"243","k.15_119",NA,NA,NA,NA,NA,NA,10.43,5.53,1.98,NA,NA,1.59,6.61,63.62,19,14,9,8,6,1,3,2,5
"244","k.15_121",2.78,8.64,NA,NA,NA,NA,9.58,4.74,2.34,NA,3.17,1.84,5.44,61.21,19,14,10,9,5,2,3,2,5
"245","k.15_124",3.05,8.91,9.49,NA,NA,NA,8.29,4.89,2.58,NA,NA,1.28,6.36,65.11,19,14,8,7,5,1,3,2,5
"246","k.15_125",4.15,8.24,NA,NA,1.34,NA,1.34,NA,2.29,NA,NA,NA,5.77,52.23,19,14,9,8,5,0,1,3,5
"247","k.15_126",3.6,9.9,10.37,NA,NA,NA,10.91,4.25,2.61,NA,3.75,2,3.81,59.43,18,14,10,9,5,2,3,2,5
"248","k.15_138",2.95,8.27,8.12,NA,NA,NA,11.64,4.76,2.47,NA,NA,2.16,5.74,58.36,19,14,9,9,5,1,3,2,5
"249","k.15_142",3.62,10.33,10.82,NA,NA,NA,10.41,5.43,2.49,NA,4.16,2.3,NA,69.14,19,14,9,8,5,2,3,2,5
"250","k.15_152",3.18,7.8,8.81,NA,NA,NA,8.25,4.54,1.98,NA,3.42,1.57,NA,62.97,18,14,10,9,5,2,3,2,5
"251","k.15_153",2.93,8.77,8.96,NA,NA,NA,9.39,5.7,1.87,NA,2.35,2.2,6.24,59.32,19,14,8,7,6,2,3,2,5
"252","k.15_129",3.54,9.27,9.82,NA,2.34,7.34,9.68,NA,2.07,NA,NA,2.02,6.22,70.43,19,14,9,8,5,1,2.2,2,5
"253","k.15_163",NA,5.42,6,NA,NA,NA,8.41,4.12,1.55,NA,NA,1.69,NA,44.1,19,14,8,7,5,1,3,3,5
"254","k.15_164",2.81,6.34,6.64,NA,NA,NA,7.54,3.42,2.02,NA,NA,1.89,4.25,52.89,19,NA,9,8,5,1,3,2,5
"255","k.15_166",3.57,8.24,8.73,NA,NA,NA,8.85,4.24,1.95,NA,NA,1.68,5.11,58.19,19,14,9,8,5,1,3,2,5
"256","k.15_170",2.85,8.55,8.66,NA,NA,NA,10.08,4.7,2.65,NA,NA,1.77,5.04,52.24,19,14,10,9,6,1,3,4,5
"257","k.15_177",NA,8.78,9.56,NA,NA,NA,9.11,3.71,2.44,NA,NA,1.5,5.38,64.21,19,14,9,9,6,1,3,3,5
"258","k.15_182",3.02,8.24,8.72,NA,NA,NA,10.12,4.43,2.24,NA,NA,1.36,5.39,54.18,19,14,9,8,5,1,3,3,5
"259","k.15_183",NA,10.67,10.64,NA,NA,NA,11,5.34,2.97,NA,NA,1.77,5,61.65,19,14,10,8,5,1,3,2,5
"260","k.15_188",3.81,11.29,11.41,NA,NA,NA,14.2,6.45,2.64,NA,NA,2.04,6.14,66.79,20,14,10,9,5,1,3,3,5
"261","k.15_196",3.83,9.98,9.55,NA,NA,NA,11.16,4.23,2.09,NA,4.2,1.89,5.7,57.79,19,14,11,8,5,2,3,3,5
"262","k.15_197",3.94,8.94,8.92,NA,NA,NA,8.44,4.84,2.09,NA,NA,1.74,NA,56.09,19,14,9,8,6,1,3,4,5
"263","k.15_205",3.45,9.4,10.4,NA,NA,NA,10.84,4.81,1.62,NA,NA,1.46,4.71,56.3,19,14,9,8,5,1,3,2,5
"264","k.15_207",2.13,7.92,8.36,NA,2.4,NA,2.4,NA,2.71,NA,4.8,2.09,5.15,62.7,19,14,9,8,5,2,1,3,5
"265","k.15_211",3.18,10.36,10.95,NA,NA,NA,10.48,4.11,2.31,NA,NA,NA,6.34,73,18,NA,10,8,5,0,3,3,5
"266","k.15_222",3.6,7.3,NA,NA,NA,NA,9.54,5.02,1.85,NA,NA,1.36,NA,54.29,20,14,10,9,5,1,3,2,5
"267","k.15_215",3.92,9.78,10.29,NA,NA,NA,12.94,4.67,2.31,2.47,3.94,1.91,5.24,62.17,19,14,10,8,5,3,3,2,5
"268","k.15_220",2.99,9.58,10.25,NA,NA,NA,8.73,3.15,2.31,NA,NA,1.85,5.48,63.93,19,14,9,8,6,1,3,3,5
"269","k.15_223",3.45,8.97,9.26,NA,NA,NA,10.12,4.88,2.2,NA,NA,2,6.2,63.58,19,14,9,8,6,1,3,2,5
"270","k.15_228",2.71,9.36,9.74,NA,NA,NA,7.68,4.75,1.94,NA,NA,1.95,6.46,61.55,19,14,9,8,6,1,3,3,5
"271","k.14_001",NA,7.27,NA,NA,2.04,5.68,7.72,NA,3.33,NA,NA,1.86,NA,57.21,19,14,10,8,5,1,2,3,6
"272","k.14_002",2.36,5.14,NA,NA,NA,NA,7.58,3.76,NA,NA,NA,NA,3.43,41.06,19,NA,9,8,NA,0,3,NA,6
"273","k.14_003",NA,9.38,NA,NA,1.91,5.75,6.66,NA,2.06,NA,NA,2.1,NA,59.07,20,14,10,9,5,1,2,3,6
"274","k.14_004",3.16,NA,NA,NA,NA,NA,6.27,3.58,1.32,NA,NA,2.17,4.27,52.4,19,NA,9,9,5,1,3,2,6
"275","k.14_005",3.52,9.3,9.15,NA,2.82,5.62,8.44,NA,2.42,NA,3.82,1.62,NA,72.42,20,14,10,9,5,2,2.2,2,6
"276","k.14_007",2.49,8.55,NA,NA,NA,NA,9.14,4.71,2.34,NA,NA,1.77,5.43,65.23,19,14,10,9,5,1,3,2,6
"277","k.14_008",2.66,8.39,8.83,NA,2.08,5.99,7.07,NA,2.02,NA,NA,2.1,4.09,53.01,19,14,10,9,5,1,2,3,6
"278","k.14_009",2.06,7.04,NA,NA,1.27,3.32,4.59,NA,2.02,NA,NA,1.88,5.01,52.54,19,14,8,8,6,1,1.8,4,6
"279","k.14_010",2.59,7.82,NA,NA,NA,NA,8.84,5.08,3.13,2.26,4.2,2.15,4.43,58.11,19,14,10,8,5,3,3,2,6
"280","k.14_013",2.68,7.87,8.69,NA,NA,NA,9.16,4.56,1.94,NA,NA,1.9,3.9,46.65,19,13,10,8,5,1,3,3,6
"281","k.14_014",2.51,7.62,8.31,NA,3.15,6.28,9.43,NA,1.51,NA,NA,1.88,4.7,51.56,19,14,9,8,5,1,2,3,6
"282","k.14_015",1.8,5.54,NA,NA,NA,NA,7.51,3.43,0.95,NA,NA,0.95,3.69,43.07,20,14,11,9,5,1,3,2,6
"283","k.14_019",2.32,8.27,NA,NA,1.99,5.39,7.38,NA,2.27,NA,4.11,1.84,NA,52.39,19,14,9,8,5,2,2.2,3,6
"284","k.14_021",1.93,NA,NA,NA,NA,NA,5.55,4.17,0.96,NA,NA,1.53,3.18,41.06,20,14,9,7,5,1,3,2,6
"285","k.14_023",2.06,5.89,5.81,NA,NA,NA,NA,NA,1.62,NA,2.37,1.38,4.59,48.54,19,14,9,7,5,2,3,2,6
"286","k.14_025",NA,6.26,NA,NA,1.9,NA,1.9,NA,0.91,NA,NA,1.36,NA,39.11,19,NA,9,8,7,1,1,4,6
"287","k.14_028",3.19,8.53,9.25,NA,NA,NA,11.15,5.19,2.59,NA,NA,1.87,5.04,73.45,19,14,10,8,5,1,3,2,6
"288","k.14_030",1.77,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,1.7,3.82,44.1,20,14,10,9,5,1,NA,2,6
"289","k.14_031",1.57,5.81,6.38,NA,NA,NA,7.35,3.87,2.14,NA,NA,1.71,NA,49.3,19,14,9,8,5,1,3,2,6
"290","k.14_037",NA,7.1,NA,NA,NA,NA,7.74,3.42,1.81,NA,NA,1.82,3.48,40.99,20,14,8,7,5,1,3,3,6
"291","k.14_038",2.04,NA,6.17,NA,2.55,NA,2.55,NA,2.47,NA,NA,1.69,3.82,52.78,20,NA,10,9,5,1,1,3,6
"292","k.14_039",3.71,8.64,8.62,NA,1.35,NA,1.35,NA,1.97,NA,NA,1.45,4.68,57.08,20,14,11,9,5,1,1,3,6
"293","k.14_042",2.02,7.69,7.25,NA,1.9,NA,1.9,NA,3.15,NA,NA,1.91,4.13,58.59,19,13,8,7,6,1,1,3,6
"294","k.14_043",NA,7.23,7.73,NA,2.22,NA,2.22,NA,2.56,NA,NA,1.53,3.79,44,19,14,8,8,5,1,1,3,6
"295","k.14_044",NA,8.06,8.21,NA,1.47,2.45,3.92,NA,1.6,NA,NA,1.08,NA,60.68,19,14,10,8,5,1,1.6,NA,6
"296","k.14_051",2.18,5.96,NA,NA,0.63,2.98,3.61,NA,1.51,NA,NA,2.04,NA,41.58,19,14,10,8,5,1,2,3,6
"297","k.14_054",NA,9.54,10.54,NA,1.5,4.26,5.76,NA,1.77,NA,NA,1.54,4.14,52.72,19,14,9,8,5,1,2,2,6
"298","k.14_055",2.39,6.09,6.62,NA,NA,NA,7.53,4.24,1.36,NA,NA,1.39,5.26,44.14,20,14,12,9,5,1,3,2,6
"299","k.14_058",NA,5.09,5.72,NA,1.61,5.33,6.94,NA,2.43,NA,NA,1.42,NA,51.81,20,14,9,8,5,1,2,NA,6
"300","k.14_061",1.94,6.74,6.78,NA,NA,NA,6.65,4.32,1.52,2.46,3.89,1.67,5.04,52.01,19,15,11,9,5,3,3,2,6
"301","k.14_063",2.24,7.31,7.62,NA,1.01,NA,1.01,NA,1.66,NA,NA,1.57,NA,43.29,19,14,9,8,5,1,1,3,6
"302","k.14_066",2.8,8.19,8.56,NA,NA,4.75,NA,NA,2.26,NA,NA,NA,4.94,63.63,19,14,8,7,5,0,2,2,6
"303","k.14_067",2.56,7.26,7.19,NA,1.39,5.94,7.33,NA,2.21,NA,NA,1.85,NA,45.05,19,NA,9,8,5,1,2.2,3,6
"304","k.14_070",NA,7.48,7.88,NA,NA,NA,NA,NA,2.12,NA,NA,1.69,4.3,50.94,19,14,9,9,6,1,0,2,6
"305","k.14_071",3.12,8.86,9.16,NA,NA,NA,12.49,4.95,2.14,NA,NA,1.51,5.69,59.79,19,14,9,8,5,1,3,2,6
"306","k.14_074",1.93,7.99,NA,NA,2.55,6.33,8.88,NA,NA,NA,NA,1.65,5.27,63.91,19,14,10,9,4,1,2.2,1,6
"307","k.14_078",2.39,9.29,9.51,NA,NA,NA,9.78,4.51,3.5,NA,NA,2.05,4.86,63.02,20,14,10,9,5,1,3,2,6
"308","k.14_079",2.1,5.77,6,NA,1.72,3.35,5.07,NA,NA,NA,NA,NA,2.89,36.13,18,14,11,9,4,0,2.4,1,6
"309","k.14_083",2.19,6.08,6.55,NA,NA,NA,7.61,3.89,1.85,NA,NA,1.37,NA,43.93,19,14,9,8,6,1,3,5,6
"310","k.14_084",3.58,10.17,10.11,NA,NA,7.37,NA,NA,1.99,NA,NA,2.18,4.69,66.64,20,14,10,8,6,1,2.4,2,6
"311","k.14_087",2.76,8.05,8,NA,NA,NA,8.3,4.42,1.58,NA,NA,1.8,3.89,63.75,19,14,10,8,5,1,3,2,6
"312","k.14_095",3.61,10.16,NA,NA,2.5,6.7,9.2,NA,2.73,NA,NA,2.38,5.16,69.75,19,14,9,8,5,1,2.4,3,6
"313","k.14_096",1.11,4.89,NA,NA,1.08,NA,1.08,NA,1.54,NA,NA,1.63,3.31,35.53,20,NA,11,9,5,1,1,2,6
"314","k.14_097",1.8,5.54,5.46,NA,1.32,NA,1.32,NA,1.59,NA,NA,1.67,NA,37.56,19,14,9,8,5,1,1,2,6
"315","k.14_098",2.31,8.03,8.28,NA,1.91,NA,1.91,NA,1.96,NA,NA,1.97,4.37,54.14,19,14,9,8,6,1,1,3,6
"316","k.14_103",3.26,8.11,7.91,NA,NA,NA,7.83,5.74,1.53,NA,NA,1.76,3.89,54.53,20,14,10,8,5,1,3,2,6
"317","k.14_107",3.53,8.17,8.75,NA,2.41,NA,2.41,NA,2.53,NA,3.74,1.68,3.85,64.5,19,14,10,8,5,2,1,2,6
"318","k.14_108",2.7,NA,6.86,NA,2.17,NA,2.17,NA,1.79,NA,NA,1.81,4.17,48.08,19,14,8,7,5,1,1,2,6
"319","k.14_116",2.23,7.4,NA,NA,2.35,NA,2.35,NA,2.75,NA,NA,1.66,5.25,43.33,18,14,9,8,5,1,1,3,6
"320","k.14_119",2.26,7.1,7.59,NA,2.16,NA,2.16,NA,1.94,NA,NA,1.7,NA,59.2,19,14,9,8,6,1,1,3,6
"321","k.14_120",2.72,7.7,NA,NA,NA,NA,7.21,5.2,2.34,NA,NA,2.25,5.02,51.09,19,14,10,8,5,1,3,3,6
"322","k.14_132",1.81,6.14,6.62,NA,1.2,3.1,4.3,NA,1.99,NA,3.73,1.7,2.76,41.62,19,13,9,9,5,2,2,3,6
"323","k.14_134",2.76,7.86,7.92,NA,1.9,4.05,5.95,NA,2.82,NA,NA,1.17,3.81,58.25,19,14,9,8,5,1,2.2,2,6
"324","k.14_135",3.93,9.94,9.77,NA,2.94,5.36,8.3,NA,2.59,NA,NA,1.85,4.78,67.7,18,14,10,8,6,1,2,2,6
"325","k.14_138",1.87,NA,NA,NA,NA,NA,5.42,3.7,1.81,NA,NA,1.76,NA,42.66,20,14,9,9,7,1,3,5,6
"326","k.14_147",2.31,7.99,7.73,NA,1.91,NA,1.91,NA,1.84,2.41,NA,NA,3.83,48.29,19,14,9,8,5,1,1,2,6
"327","k.14_150",1.74,5.99,NA,NA,1.47,NA,1.47,NA,1.32,NA,NA,1.67,NA,41.91,19,14,9,8,5,1,1,2,6
"328","k.14_155",2.28,8.16,7.88,NA,1.92,NA,1.92,NA,2.15,NA,3.56,1.54,4.54,52.52,19,14,10,9,6,2,1,3,6
"329","k.14_157",3.69,9.91,10.68,NA,2.7,NA,2.7,NA,2.52,NA,NA,2.08,4.81,60.98,19,14,10,9,6,1,1,5,6
